"ProbeID","GeneSymbol","logFC","P.Value","adj.P.Val"
"10841637","Nnat",277.23531,0.00173590414555359,0.0263879523673029
"10715916","Pdcd11",103.44063,0.00173724886450591,0.0263879523673029
"10791033","Homer3",120.76465,0.00173752519223201,0.0263879523673029
"10730190","Pik3ap1",60.28385,0.00173871236563959,0.0263879523673029
"10841565","Dlgap4",41.9816800000001,0.00173878305973362,0.0263879523673029
"10792268","Plpp5",48.90935,0.00173993460952375,0.0263886632863424
"10844198","Ier5l",48.270105,0.0017406364808921,0.0263886632863424
"10820586","F2r",190.87625,0.00174795222804501,0.0264166216787566
"10853149",NA,82.31852,0.00174980022280634,0.0264166216787566
"10918708","Mapk6",248.0401,0.00175000204185039,0.0264166216787566
"10701124",NA,188.2685,0.00175020697942508,0.0264166216787566
"10882543","Eml4",286.2916,0.00175061886664177,0.0264166216787566
"10882697",NA,297.1928,0.00175250759565523,0.0264262512418155
"10721676","Rps11",631.6805,0.00175439926738956,0.0264282139104508
"10887492","Inf2",44.011935,0.00175761689847739,0.0264402781009879
"10778207",NA,490.7095,0.0017603812342929,0.0264682333394919
"10881622","Ubiad1",21.961135,0.00176386496278084,0.0264797281719832
"10823278","Tm4sf1",906.79675,0.00176819115434437,0.0265168345023741
"10805882","Csnk2a2",362.0336,0.00177031217401761,0.0265168345023741
"10842032","Ttpal",34.003225,0.00177087506380954,0.0265168345023741
"10767489","Mapkapk2",183.5701,0.00177331956980779,0.0265398349960886
"10739217","Rpl17-ps16",125.61895,0.00177801227763184,0.0265828304394762
"10885015","Frmd6",182.96915,0.00178172457402139,0.0266110949414422
"10889787",NA,16.40246,0.00179084895238036,0.0266831334784314
"10913627",NA,28.313955,0.00179195993758819,0.0266831334784314
"10803394","B4galt6",369.6504,0.00179416538256751,0.0266831334784314
"10823421",NA,43.52871,0.00179426947318736,0.0266831334784314
"10818581","Dph5",41.79948,0.00179476816886143,0.0266831334784314
"10811706","Ankrd11",118.7058,0.00180068919314009,0.0267356634663298
"10774930",NA,224.72065,0.00180135281967325,0.0267356634663298
"10772726",NA,31.73577,0.00180142546687387,0.0267356634663298
"10702342","Rnf217",36.954,0.00180680437595114,0.0267775725439661
"10716880","Stx11",39.250865,0.0018098637728698,0.0267984593312815
"10893739","Mob3a",132.15315,0.00181580182003339,0.0268716778413988
"10808896","Setsip",265.9704,0.00181749858502215,0.0268716778413988
"10820047",NA,274.3794,0.00181756813221757,0.0268716778413988
"10746246","Rps24",684.2277,0.00182653839572554,0.0269243907717427
"10751255","Arhgap31",61.29575,0.00182693885081839,0.0269243907717427
"10726972",NA,90.899775,0.00182758495585561,0.0269243907717427
"10888395",NA,13.755255,0.00183019782114342,0.0269357174543496
"10719210","Rpl9",768.4845,0.00184186998401169,0.027042272629908
"10834475","Rpl9",768.4845,0.00184186998401169,0.027042272629908
"10879694","C5h1orf122",68.53155,0.00184206621939881,0.027042272629908
"10735827","Tsr1",179.5292,0.00185480056661806,0.0271478942467729
"10917320","Layn",20.41677,0.00185487276861359,0.0271478942467729
"10729999","Noc3l",83.84915,0.00185666342674387,0.0271478942467729
"10907524","Krt8",822.379,0.00185951454296842,0.0271755166874835
"10751448","Ranbp1",1329.694,0.00186188254545836,0.0271810178279638
"10940068","Pum3",288.70835,0.0018626821966038,0.0271810178279638
"10940546","Hmga2",34.453405,0.00187108517316714,0.0272491935438209
"10799457",NA,52.58643,0.00187757174563449,0.0273164247893257
"10902375","Tbc1d15",78.0745000000001,0.00188488625092874,0.027369888632868
"10861815",NA,38.12259,0.0018849940415325,0.027369888632868
"10741770","Hbq1b",32.72802,0.00188632550158136,0.0273721181554255
"10749325","Cygb",560.59105,0.00188702149534562,0.0273721181554255
"10764221","Csrp1",897.17,0.00188981799197134,0.0273990783213155
"10892962","Ptges3",265.6338,0.00189175088619468,0.0274134972169104
"10718749","Nlrp4",16.671964,0.00189377211065387,0.0274155889200407
"10792163","Eif4ebp1",484.0354,0.00190202372667589,0.0274903843207806
"10744441","Pelp1",65.8547,0.00190318190838743,0.0274903843207806
"10723379","Tlnrd1",43.593935,0.00190500072908644,0.0274957615611217
"10843893","Surf4",269.7257,0.00190589844462489,0.0274957615611217
"10844181",NA,124.76835,0.00190885808385885,0.0275112876476825
"10859371","Strap",181.65095,0.00192202838125728,0.0276247175227408
"10715962","Slk",250.1809,0.00193066467342856,0.0276981604170783
"10862649","Nod1",35.769265,0.00193182243081751,0.0276981604170783
"10843207",NA,206.93635,0.00195212008676175,0.0278871570731823
"10708832",NA,35.047395,0.00195796830094518,0.0279570312530853
"10926849",NA,30.929395,0.00196019288281371,0.0279614623430272
"10875023","Prex2",46.40565,0.00196252175790344,0.0279659654317865
"10899824","Rpl41",1015.741,0.00196255244467787,0.0279659654317865
"10817444",NA,252.29105,0.00196433768282419,0.0279659654317865
"10911035","Ppib",372.196,0.00196819560516654,0.027993605846804
"10817751",NA,452.7083,0.00197734074779889,0.0280417634010664
"10732939","Ebf1",43.00784,0.00197864716592116,0.0280466755483847
"10718510","Rps9",261.4719,0.0019826279940833,0.0280758575953221
"10904574","Ly6m",18.885486,0.00198573930320165,0.0281062926374675
"10878938","Plk3",158.65607,0.00199626387610684,0.0282006058397414
"10780798",NA,235.93235,0.0019984124352536,0.0282173131384721
"10759495",NA,43.49521,0.00200108363650889,0.0282243631189527
"10729312",NA,24.568045,0.00200277622871189,0.0282243631189527
"10751469","Parp14",210.8838,0.00200648723330365,0.0282310955037842
"10791594",NA,15.093933,0.00200698225528253,0.0282310955037842
"10865502","Eno2",61.128095,0.00201180607074558,0.0282445928002397
"10905770",NA,21.025405,0.00201300917126652,0.0282445928002397
"10743227","Rasd1",113.76798,0.00201505512264388,0.0282445928002397
"10919214","Syncrip",459.7286,0.00201581351367494,0.0282445928002397
"10906950",NA,21.366375,0.00202144240502893,0.0282796799188831
"10763820","Rab7b",29.357674,0.00202207238511565,0.0282796799188831
"10813246",NA,188.1165,0.00202437597995505,0.0282796799188831
"10934689",NA,365.54895,0.00202505023849881,0.0282796799188831
"10899055","Tuba1c",1257.484,0.00202509380400847,0.0282796799188831
"10735110","Phf23",36.86445,0.00202786384067055,0.028301212726217
"10808063","Exosc6",19.21419,0.00202987616115359,0.0283058721584444
"10805263",NA,13.054408,0.00203389957492577,0.0283151295111515
"10752903","Cct8",236.1398,0.00203517394880282,0.0283151295111515
"10729022",NA,26.544675,0.00204200152444019,0.0283666345863033
"10788010",NA,87.03085,0.00204443576623091,0.0283712731969144
"10839307","C3h15orf48",90.52225,0.0020453685133898,0.0283712731969144
"10825634",NA,86.05313,0.00204622005291636,0.0283712731969144
"10722566","Mphosph10",81.95735,0.00205410287996687,0.028426604232758
"10752576","Pkp2",108.872,0.00205736113017566,0.0284447458859214
"10770566","Rpl7a",219.28975,0.00206524313498003,0.0284723483663179
"10908658",NA,210.20007,0.00206575624613271,0.0284723483663179
"10751445",NA,122.7152,0.00206617986364736,0.0284723483663179
"10828433","Rps18",963.4265,0.00206857528095728,0.0284784911677126
"10938422","Rpl7a",319.2975,0.00207323554286005,0.0285292054399969
"10927122",NA,273.58215,0.00207460840744156,0.0285342275603431
"10845376",NA,201.4184,0.00207617147052323,0.0285342275603431
"10885269","Snapc1",92.63065,0.00207653069738103,0.0285342275603431
"10822940",NA,99.9754,0.00207852349054898,0.0285481830055937
"10734320","Trpv2",24.896395,0.00208718071639896,0.028613278953017
"10831122","RT1-CE3",40.07553,0.00208842173023732,0.0286168632397529
"10703059",NA,221.48477,0.00209045771990016,0.02862193461052
"10897232","Hgh1",56.18802,0.00209644615029922,0.0286797082147385
"10741761",NA,16.068801,0.00210260027798858,0.02871008984464
"10821218",NA,79.4676,0.00210651341992901,0.028743429729008
"10837232","Nup35",130.0782,0.00211301049364344,0.0287688894843004
"10876838","Klf4",82.17837,0.00211311695202666,0.0287688894843004
"10831129","RT1-CE2",29.49087,0.00211527262998143,0.0287688894843004
"10854108","Calu",318.0471,0.00212154479615743,0.0288273533371829
"10884211","Tomm70",152.4066,0.00212458964072318,0.0288553053296545
"10907869","Mmp12",166.41465,0.0021263670387739,0.0288660254046193
"10834800","Olfm1",46.2512,0.00212888630134556,0.0288839413985921
"10781304","Loxl2",175.9284,0.00213575352065897,0.0289063941247818
"10887966","Hnrnpll",140.346,0.00215228184244579,0.0290801357214498
"10869915",NA,175.01457,0.00215265100114863,0.0290801357214498
"10831606","Tap1",80.54236,0.00215308870971096,0.0290801357214498
"10923334","Tmem258",138.1462,0.00215494220263197,0.02908343594883
"10788735","Rps28-ps3",191.29695,0.0021562818356711,0.02908343594883
"10811708","Ankrd11",73.4209,0.00215887087294954,0.0291044087135893
"10748236","Ftsj3",160.41865,0.00216537620020512,0.0291476397670208
"10803666","Gypc",22.891145,0.00216767359881932,0.0291558087089814
"10910641","Tle3",160.95895,0.00217446319823744,0.0291933675888367
"10834033",NA,41.69083,0.00217613114069375,0.0292023404429156
"10815706","Gmps",162.4439,0.00217764516312887,0.0292092404938691
"10835252","Ntmt1",41.76455,0.0021904447822112,0.0293026376083495
"10799502","Npm1",961.85195,0.00219804759416094,0.0293884496182232
"10795513",NA,145.2025,0.00220231400000357,0.0294071438020336
"10756079","Elavl1",198.2863,0.00220246562055348,0.0294071438020336
"10835678",NA,17.860405,0.00220927632971177,0.0294711409571688
"10824965","Mllt11",33.90731,0.00221117260011816,0.0294794812938833
"10939082",NA,42.5106,0.00221191973013597,0.0294794812938833
"10888301","Mcfd2",69.57545,0.00221670357350055,0.0295297666193548
"10786703","Eaf1",94.38265,0.00222212205206886,0.0295630632373198
"10700969",NA,269.6137,0.00222223888783304,0.0295630632373198
"10753024","Urb1",61.60644,0.00223186176549226,0.0296101769378251
"10788766","Fnta",151.6539,0.00223307701937885,0.0296128515860797
"10858185","Hnrnpf",174.0262,0.00223474674507426,0.0296215478269507
"10855546",NA,63.9121,0.00223850339360935,0.0296249612118882
"10920991",NA,93.17235,0.00224162130490296,0.0296249612118882
"10798442",NA,287.3465,0.00224176774533023,0.0296249612118882
"10783880","Tgm1",373.0909,0.00224371183145517,0.0296249612118882
"10906054","Alg12",48.4468,0.00224381737836785,0.0296249612118882
"10936877","Sytl5",60.340765,0.00224413086745768,0.0296249612118882
"10857124","Ruvbl1",49.19128,0.00224651454289144,0.0296430333586407
"10764069","Chi3l1",66.677326,0.00225297624459883,0.0297148749479505
"10778505","Grb10",81.44525,0.00225683323691981,0.0297388931814954
"10836993",NA,97.9136000000001,0.00226820413955609,0.0298483404202665
"10749716","Pycr1",36.6089,0.00227323432226186,0.0298876091316642
"10732607","Rhbdf1",92.4179000000001,0.00227551377559315,0.0299000887464918
"10760041","Pomp",142.85895,0.00229717812397016,0.0300940635487284
"10932230","Entr1",216.90735,0.00229868000942188,0.0300960887919638
"10926160",NA,211.21425,0.00229939310548583,0.0300960887919638
"10877581","Rpl41",569.791,0.00230109654343578,0.0301048967397819
"10714963","Pcgf5",31.61081,0.0023048956502423,0.030133108054635
"10775501",NA,263.15486,0.00230531582467684,0.030133108054635
"10805044",NA,163.7215,0.00230850754551624,0.030161332484218
"10834140",NA,17.32889,0.00231205304763616,0.0301890625846507
"10820008",NA,302.16205,0.0023126967229564,0.0301890625846507
"10802373",NA,112.61165,0.00231500442409732,0.0302056897032511
"10771830","Adamts3",16.742159,0.00232326967423574,0.0302721751812329
"10787579","Upf1",123.5446,0.00232532972716859,0.0302721751812329
"10700736",NA,129.88775,0.00232550566279365,0.0302721751812329
"10817705","Sec22b",142.77,0.00232823047350758,0.0302835819470393
"10737443",NA,20.389195,0.00233239302087984,0.0303242232808115
"10749630","Nploc4",278.6376,0.00233508557212191,0.0303457250462498
"10817938","Nras",369.51295,0.00234263195042058,0.0304032207017267
"10752650","C11h3orf38",100.3313,0.0023485388058088,0.0304391462444284
"10701246",NA,22.94541,0.00234972594929366,0.0304391462444284
"10819523","Gbp2",243.30485,0.00235010044255727,0.0304391462444284
"10746638","Tbkbp1",20.033425,0.00235823916797292,0.0304748165791618
"10799590","Frmd4a",68.8396500000001,0.00236174558276946,0.0304748165791618
"10867604",NA,55.00425,0.00236260495396895,0.0304748165791618
"10716644",NA,138.72065,0.00236483909033202,0.0304748165791618
"10907958",NA,160.57165,0.00237294526890646,0.0305523239690759
"10892152","Wars1",238.2444,0.00237857381172797,0.0305997532571471
"10836767",NA,119.04235,0.00237872388741634,0.0305997532571471
"10864185","Adamts9",134.28785,0.00238636191500919,0.0306575096680205
"10774343",NA,39.777205,0.00238883300281303,0.0306757658655736
"10848017",NA,215.7238,0.00239429342785835,0.0306895447761668
"10784444",NA,125.0097,0.00239506931783565,0.0306895447761668
"10940607","Crlf2",55.73206,0.00239648021166001,0.0306895447761668
"10856020",NA,12.169328,0.00239656313490146,0.0306895447761668
"10928032",NA,125.5129,0.00240073874165404,0.0307071723286695
"10818134",NA,174.1208,0.00240729401463685,0.0307629853832465
"10811875","Taf5l1",82.18465,0.00240826136686126,0.0307629853832465
"10746243","Gapdhl6",24.947915,0.00242200347199811,0.0308784681796258
"10711769","Bccip",68.03408,0.00242470069158833,0.0308784681796258
"10855674","Rpl12",1010.802,0.00243315794608782,0.0309187804423704
"10862675","Rpl12",1010.802,0.00243315794608782,0.0309187804423704
"10936480","Rpl12",1010.802,0.00243315794608782,0.0309187804423704
"10835261","Tor1b",83.3148,0.00243586188703659,0.0309396822469074
"10733045",NA,88.5159,0.00244802647935534,0.0310301704708458
"10733047",NA,88.5159,0.00244802647935534,0.0310301704708458
"10804557",NA,44.454565,0.00245623612572608,0.0310795339847654
"10846286","Nfe2l2",468.83785,0.00245754505145802,0.0310795339847654
"10772718","Rpl9",714.7915,0.00245914140900649,0.0310795339847654
"10746416","Eme1",26.388965,0.00245963861753877,0.0310795339847654
"10746780",NA,30.125565,0.0024677740087818,0.0311688499319289
"10811244","Lsm2",227.64535,0.00247425159235449,0.0311927812064724
"10784416","Ints6",47.4891500000001,0.0024750074223524,0.0311927812064724
"10729507","Pum3",286.3201,0.00248253922448398,0.0312355369455638
"10787782","Psd3",14.90203,0.00248267668883409,0.0312355369455638
"10787212","Myo9b",126.7313,0.00248453834994689,0.0312455029510755
"10803947","Hbegf",273.17729,0.00248929152837677,0.0312783495526877
"10829791","Zfp365",15.459614,0.00249625213685522,0.0313388525681515
"10711703",NA,22.97409,0.00249966494974993,0.0313624935436008
"10918869","Col12a1",439.6493,0.00250048790780187,0.0313624935436008
"10857180",NA,87.1658,0.00250181305700063,0.0313624935436008
"10930534","Rpl5",548.8772,0.00250428479733154,0.0313722881943583
"10898851","Pphln1",76.26525,0.0025076393755162,0.0314008472851823
"10880913","Mrto4",158.58005,0.00251189797375215,0.0314335703945048
"10936434",NA,29.87411,0.00251348053815168,0.0314335703945048
"10746783","Rpl23",399.0779,0.0025153867761187,0.0314391474314536
"10929572","Ncl",888.6721,0.00251763468263908,0.031445138785215
"10787603","Armc6",24.83022,0.00252521999301964,0.0315045108633636
"10879446","Exo5",29.91325,0.00252670188789145,0.0315045108633636
"10911287","Anxa2",2151.569,0.0025284780278483,0.031513206956297
"10779091","Ncl-ps1",409.3633,0.00253437838336588,0.0315644798269244
"10791900",NA,36.341455,0.00254404461456323,0.0316202455975126
"10722311",NA,130.0155,0.00254680762274756,0.0316202455975126
"10774015","Aebp1",152.53825,0.00255107457440901,0.0316597674667735
"10867389","Rgs20",12.530596,0.0025570584902916,0.0317205548770186
"10730472",NA,35.21689,0.00256203891260103,0.0317688475351131
"10770948","Gak",103.29395,0.00257488386606542,0.0318740073149301
"10819500","Gbp7",78.4480900000001,0.00258071869262259,0.0319191853879239
"10821402","Pelo",142.6995,0.00258235985940734,0.0319253925556778
"10888422",NA,42.41048,0.00258449898658786,0.0319253925556778
"10923349","Mob4",91.83095,0.0025867339035933,0.0319394946152048
"10700064",NA,24.857165,0.00258887860438186,0.0319524712921046
"10788655","Mak16",65.68617,0.00259941187535815,0.0320013999265822
"10820627",NA,30.634055,0.00260688299474625,0.0320386210261369
"10720734","Rbm42",50.60785,0.00260702736357349,0.0320386210261369
"10888366",NA,423.9925,0.00260792225645764,0.0320386210261369
"10898444",NA,331.13455,0.00261450608430372,0.0320790343329899
"10896785","Nsmce2",115.43945,0.00262060433943723,0.0321074002802431
"10769797","Fcgr2a",250.2939,0.00262201479613645,0.0321074002802431
"10876520","Exosc3",47.60965,0.00262759093496895,0.0321271946856297
"10780803","Sap18",236.73985,0.00262832872248425,0.0321271946856297
"10924876","Psmd1",346.65395,0.00263500318941686,0.0321750681561591
"10811375",NA,34.892485,0.00263614650470396,0.0321750681561591
"10826137","Eeig2",118.7858,0.00264230512922114,0.0322114319413445
"10844946","Rps17",602.9335,0.00264653532157213,0.0322283796933756
"10724351","Or51a42",14.05271,0.00264812417063699,0.0322289531420608
"10902865",NA,22.7495,0.00264878881680318,0.0322289531420608
"10705880","Nfkbid",20.74535,0.00265144494265475,0.0322478403641614
"10878432",NA,64.10075,0.00265576955181493,0.0322759755604887
"10744460","Cxcl16",764.5717,0.002656388866695,0.0322759755604887
"10815789",NA,60.245875,0.00265707267826984,0.0322759755604887
"10735455","Mybbp1a",464.94795,0.00266370590711668,0.0323206200782959
"10878642","Prpf38a",107.39045,0.00266435700290624,0.0323206200782959
"10802434","Psmg2",60.7343,0.00267762783763642,0.0324043991916779
"10735818","Mnt",15.40905,0.00268114570729565,0.0324201120417778
"10821405",NA,43.21339,0.00268418607746917,0.0324227396388208
"10736790",NA,150.93555,0.00268784297650223,0.0324339713818819
"10804411",NA,14.11687,0.00269481850357612,0.0324699913044949
"10830972",NA,371.95905,0.00269527380411447,0.0324699913044949
"10886714","Ccnk",37.6042,0.00269829622523536,0.0324796151314486
"10796923","Rpl7a",311.7095,0.00270050742342252,0.0324831962877227
"10703131","Pabpc6",74.227315,0.0027008175457958,0.0324831962877227
"10707378","Siglech",18.1394,0.00271083464613373,0.0325737319183506
"10843793","Notch1",103.2432,0.00271239415924297,0.0325737319183506
"10798475","H2bc12",36.916145,0.0027141185180124,0.0325737319183506
"10738038","Psmd3",300.6012,0.00272901063249689,0.0326475498025242
"10764661","Niban1",265.63763,0.00274027127403985,0.032742038854724
"10850087","Adra1d",87.451619,0.00274145239936084,0.032742759768981
"10840750","Sdcbp2",26.407725,0.00274994673276372,0.0328307902946299
"10871487","Tmem258",111.0268,0.00275326778242972,0.0328428105793319
"10742033","Rars1",239.3334,0.00275427207516778,0.0328428105793319
"10768639",NA,139.08611,0.00275869468855978,0.0328428105793319
"10710051","Far1",138.47055,0.00275981971596946,0.0328428105793319
"10701333",NA,160.8984,0.00275994728459847,0.0328428105793319
"10913015","Hyal3",88.26295,0.00276571817322923,0.0328613030249883
"10910770",NA,46.39224,0.00276631102771322,0.0328613030249883
"10702187",NA,615.6215,0.00276825038490095,0.0328613030249883
"10865381","Clec4e",22.413492,0.00277360810713846,0.0329115301551352
"10760677","Get4",141.85045,0.00278399691992077,0.0329983870545809
"10850160","Trmt6",78.20814,0.00278511926785244,0.0329983870545809
"10792049",NA,253.58155,0.00278544610380627,0.0329983870545809
"10932648",NA,244.866,0.00278917944349984,0.0330115205086616
"10839751","Polr1b",65.04791,0.00279162646121513,0.0330115205086616
"10826824","Rpl21",603.337000000001,0.0027919040612481,0.0330115205086616
"10874918","Ly96",186.98415,0.00279301060340772,0.0330115205086616
"10819434","Eif4e",326.6386,0.00280189760630112,0.0330859485329348
"10823548","Lxn",396.9922,0.00280616539038508,0.0331095782369587
"10867461","Lyn",148.62035,0.0028116016977333,0.0331603278149296
"10757674","Pom121",45.57877,0.00282866833357798,0.033307826157657
"10724315","Hbb-b1",1532.0599,0.00283043625973147,0.0333152155083783
"10718954","Lilrb4",59.28966,0.00283881391519802,0.0333600602246963
"10936278",NA,29.50869,0.00284308795747599,0.03338342909554
"10885029","Frmd6",72.6741,0.00284636770447057,0.0334085118997201
"10940457","Acta2",597.14445,0.00285550584990676,0.0334837417589401
"10841037",NA,37.81019,0.00285732806380263,0.0334837417589401
"10850056","Spef1",25.9489,0.00286491916271836,0.0335588405852663
"10816400","Isg20l2",51.117005,0.00286802580653998,0.0335817658966969
"10827279","Rpf1",158.9495,0.00287548331525457,0.0336421183707838
"10922768","Rpl31",156.86065,0.00288416378143413,0.0337031842843267
"10733836","Lypd8",32.308393,0.00289003440403567,0.0337447901996395
"10911538","Rsl24d1",41.69531,0.00289994675571346,0.0338199778528595
"10887118",NA,26.81824,0.00290214503060527,0.0338276117104347
"10729120",NA,35.366265,0.00290371680952599,0.0338276117104347
"10918653",NA,107.4607,0.00290407510679024,0.0338276117104347
"10788627","Nrg1",164.5223,0.00290763221385313,0.0338555470288981
"10771131",NA,54.552,0.00291519703741844,0.0339301060761523
"10734967","Rnf227",12.624005,0.00292609908288357,0.0340108807408915
"10818452","Slc25a24",490.49935,0.00292679380374482,0.0340108807408915
"10829660",NA,119.40008,0.00294071515412758,0.0341183687500727
"10804350","Trim36",16.066145,0.00295085620645593,0.0342224347818196
"10785174",NA,82.95246,0.00295898453880716,0.0342894781105562
"10789594","Col4a1",362.7238,0.00296974908279004,0.0343717241961418
"10809086",NA,112.78605,0.00297078703746578,0.0343717241961418
"10820835","Map1b",153.50095,0.00297078810143281,0.0343717241961418
"10705815","Zfp568",70.78671,0.00297239946067512,0.034376752907428
"10923177","Akap19",63.9252,0.00297664576101605,0.0343825507282732
"10919389","Rasa2",66.96705,0.00299238782776059,0.0344892876167293
"10934530",NA,523.134,0.00299275498419966,0.0344892876167293
"10725159","Rps15a",511.23825,0.00299906482941948,0.0345392460474454
"10938887",NA,74.96215,0.00299945461841477,0.0345392460474454
"10925324","Lrrfip1",262.96985,0.00300497820024074,0.0345892171559626
"10821666","C7",639.0175,0.00300977492076176,0.034617151391785
"10940529","Cebpd",424.28545,0.00301534761112897,0.0346415598369059
"10740711","Or1f21b",69.08525,0.00301593968672668,0.0346415598369059
"10749816","Or1f21b",69.08525,0.00301593968672668,0.0346415598369059
"10914537","Exosc7",35.488965,0.00301664024868517,0.0346415598369059
"10738480","Sap18",262.12635,0.00301892641331326,0.0346541910563983
"10750874",NA,13.115565,0.00302145560038738,0.034658775649149
"10821838",NA,140.92025,0.00302399400452266,0.034658775649149
"10870488",NA,29.236785,0.00302422083075105,0.034658775649149
"10760620","Eif3b",547.96145,0.00302735080061724,0.0346691596586563
"10914366","Rpl14",721.6255,0.00304168289062469,0.0347713304862057
"10786132","Rps24",544.43795,0.00304853859843224,0.0348026598728407
"10889027","Slc35f6",114.9407,0.00305117879082081,0.0348055982799841
"10877933",NA,21.00699,0.00305308280455124,0.0348137240640749
"10924084",NA,34.174905,0.00305705855364016,0.0348236506987085
"10741302","Jpt2",342.1317,0.00305842963142543,0.0348236506987085
"10716609","Raet1e",33.13191,0.00305865553851654,0.0348236506987085
"10791144","Gmip",53.14746,0.00306478931872295,0.0348655588618272
"10862749",NA,21.449665,0.00306881620654511,0.03487322139946
"10897288","Hsf1",70.3823000000001,0.00306904402745299,0.03487322139946
"10729816","Npm1",873.65255,0.00307806001438838,0.0349086876427543
"10920369",NA,22.71333,0.00308263753410615,0.0349447892172062
"10794159","Cltb",238.31885,0.00308460939341217,0.0349447892172062
"10869047",NA,930.2918,0.003084911733798,0.0349447892172062
"10808107",NA,307.4442,0.00309180310779862,0.0349957132860244
"10799983",NA,92.18394,0.00309448437342785,0.0349989417287345
"10863722","Pcbp1",96.6374499999999,0.00310192351398099,0.0350695021429723
"10845296",NA,87.2937,0.00310514082327272,0.0350709565362532
"10793458","Ctsl",1361.966,0.00310565360988865,0.0350709565362532
"10818801","Dnttip2",120.2985,0.00310883372972843,0.0350933031608526
"10757640",NA,28.182535,0.00311173060643797,0.0350953743610133
"10892950","Naca",366.97695,0.00312461506985725,0.0352170156831827
"10930259","Rab31",86.5346500000001,0.00312820640141193,0.0352303091021003
"10759147","Ssh1",49.3206,0.00313133312833091,0.0352383536252154
"10916825","Phldb1",39.53625,0.00313292307639695,0.0352426702941319
"10913023","Ifrd2",323.07165,0.00314575378434113,0.0353461734829776
"10811283","Dynlrb2",12.251632,0.00314789899532433,0.0353566786810477
"10821216",NA,81.0183,0.00315133599252678,0.0353712090732705
"10908655",NA,79.7278,0.00315603290978712,0.0354071987045012
"10701144",NA,52.83541,0.00316095583133042,0.0354488152232195
"10721925","Grwd1",72.4023,0.00316222985873165,0.0354494946634637
"10803991","Cd14",164.61652,0.00316737185527241,0.0354663094595356
"10717157","Samd3",16.410728,0.00317244648019857,0.0354959216669939
"10757082","Zfand2a",1098.8317,0.00317411486509845,0.035500992216304
"10772950","Rpsa",357.6617,0.00320174806728497,0.0356774641493508
"10892872","Dio3",19.231057,0.00320210553158068,0.0356774641493508
"10775782","Shroom3",136.46485,0.00320597499398413,0.0357069590065774
"10774470",NA,460.487,0.00321534370263847,0.0357840194014782
"10833287",NA,76.9356000000001,0.0032205649463099,0.035828478424028
"10803664","Rpl7a",371.6276,0.00322335395541961,0.0358314243299449
"10824530","Il6r",41.586265,0.00322573581117803,0.0358314243299449
"10737411","Trim25",226.2735,0.00323019256956123,0.0358672921806012
"10903346","Pabpc1",1047.3894,0.00323710361629881,0.0359303742578091
"10772621",NA,31.34921,0.00323932343060599,0.035941357653522
"10872096","Rpl7a",328.95155,0.003246261130249,0.0359909953165443
"10818440","Slc25a24",428.12548,0.00324852306076005,0.0359969907290982
"10751586","Umps",78.83895,0.00324926626112932,0.0359969907290982
"10799883",NA,91.80127,0.00325105907656958,0.0360031993415101
"10750211","Ifngr2",158.5492,0.00325881429620445,0.0360617427459534
"10750685","Col8a1",86.173375,0.00326582329861147,0.0361119461944116
"10700258",NA,281.2655,0.00327582115806004,0.0361969389762821
"10911795","Rpl12",855.655,0.00327970484939477,0.0361969389762821
"10719306",NA,61.70858,0.00328231856030463,0.0362121051437838
"10804187","Lars1",176.58425,0.00329036731875968,0.0362577726393898
"10799454",NA,56.62472,0.00329106195613378,0.0362577726393898
"10901962",NA,20.31038,0.00329918292757049,0.0363021958742163
"10922085",NA,49.06134,0.00330315698397726,0.0363191804963039
"10762021","Arpc3",408.32715,0.00330321293142601,0.0363191804963039
"10743357","Rras2",487.5619,0.00331027639026986,0.0363653674210661
"10879464",NA,407.4962,0.00331140564337245,0.0363653674210661
"10887899","Hnrnpf",479.9868,0.00331188598243845,0.0363653674210661
"10899428",NA,172.52905,0.00331416049086665,0.0363653674210661
"10827058",NA,15.30268,0.00331830840242462,0.0363743780506166
"10929867",NA,112.6686,0.00333087077448021,0.0363921266425489
"10744127","Cd68",153.2896,0.00333184298941501,0.0363921266425489
"10710771","Rps15a",563.95755,0.0033335158107572,0.0363921266425489
"10752146","Rps15a",563.95755,0.0033335158107572,0.0363921266425489
"10760208","Rps15a",563.95755,0.0033335158107572,0.0363921266425489
"10854620",NA,144.10655,0.00334018716795633,0.0364088599234594
"10745731","Aatf",112.87367,0.00334097501454431,0.0364088599234594
"10869104",NA,38.20082,0.00334212703874099,0.0364088599234594
"10882383","Htr6",32.94107,0.00334501882777316,0.0364088599234594
"10850131","Pcna",574.87705,0.00334864597815451,0.0364212001510819
"10798841","Rpl27al1",73.272495,0.00335996961910658,0.0364764594769898
"10929766",NA,545.37975,0.00336255989143574,0.0364908018003449
"10831582","Tap2",30.26424,0.00336378891108129,0.0364908018003449
"10854558","Trim24",67.3280000000001,0.00336538886368271,0.0364946066308933
"10889455","Rps7",823.7765,0.00337868134640036,0.0365844317471238
"10767266",NA,59.94,0.00338285422181624,0.0366074914606534
"10769236","Suco",67.4411000000001,0.00338389692439718,0.0366074914606534
"10882006","Kcnab2",15.226971,0.00339239966584692,0.0366514659164393
"10783145","Klhl33",56.59995,0.00339682490093638,0.0366857089301129
"10833969","RT1-CE16",19.33358,0.00340951920404583,0.036805596394818
